user_id,username,location,age,gender,preferences
776,BackPacker449447,,,,"our cosmopolitan oasis combines the best of a beach holiday and an urban getaway., spa, adult pool, outdoor pool, air conditioning, rooftop bar, pool, kids activities, infinity pool, rooftop terrace, butler service, multilingual staff, safe, bahrain bay, concierge, four seasons hotel bahrain bay, heated pool, a bold statement by the architectural firm som, poolside bar"
777,O4669QTmohammeda,,,,"nirvana, temperature-controlled indoor and outdoor pools, luxury resort, modern-day relaxation, suite, la plage, outdoor pool, interconnected room(s) available, links, pool view, suites, fitness center, pool, multilingual staff, safe, french, heated pool, fitness / spa locker rooms, plunge pool, seef, poolside bar"
778,PaulineT1432,"Dubai, Emirate of Dubai",,,"restaurant, nirvana, manama, breakfast buffet, spanish, seef, cohort, catering and planning services, interconnected room(s) available, links, cantina kahlo, multilingual staff, breakfast available"
779,511brunos,"Maia, Porto District, Northern Portugal",,,"island, nirvana, breakfast buffet, modern-day relaxation, spanish, seef, links, interconnected room(s) available, restaurant, cantina kahlo, breakfast available"
780,taK2072DA,,,,"nirvana, hand massage, non-smoking rooms, accessible rooms, massage, umbrella, cohort, sauna, sofa, hot tub, private lagoon, relaxation, exclusive lounge, spa, temperature-controlled indoor and outdoor pools, private beaches, english, luxury resort, modern-day relaxation, suite, bridal suite, guest room, family rooms, outdoor pool, beachfront, interconnected room(s) available, links, facial treatments, breakfast available, 24-hour check-in, burmese, pool view, suites, head massage, infinity pool, pedicure, internet, arabic, bath / shower, multilingual staff, private check-in / check-out, concierge, foot massage, massage chair, indoor pool, heated pool, gulf resort, beach access, neck massage, hammam, seef, fitness / spa locker rooms, body wrap, desk, steam room"
781,sofiamO5573QY,,,,"nirvana, manama, luxury resort, modern-day relaxation, suite, seef, cohort, links, gulf resort, bahrain, interconnected room(s) available, restaurant, cantina kahlo, multilingual staff"
782,GoPlaces26511358332,Saudi Arabia,,,"suites, breakfast buffet, spa, bar/lounge, business, thalassa sea & spa, apollo, interconnected room(s) available, restaurant, hotel, breakfast available, gulf, breakfast in the room"
783,Basma-elhasan-89,Kuwait City,,,"currency exchange, non-smoking rooms, accessible rooms, sofitel bahrain, breakfast buffet, italian, bahrain international circuit, private pools, wheelchair access, laptop safe, wifi, portuguese, business, saltwater pool, kids pool, sofa, free internet, private beaches, english, entertainment staff, executive lounge access, bridal suite, pool bar, 24-hour front desk, family rooms, room service, outdoor pool, interconnected room(s) available, beachfront, telephone, sofitel bahrain zallaq thalassa sea & spa, hotel, breakfast available, private balcony, coffee / tea maker, 24-hour check-in, seating area, happy hour, suites, public wifi, pool, kids activities, infinity pool, vip room facilities, prestige suites, personal trainer, arabic, apollo, bahrain, doorperson, restaurant, multilingual staff, evening entertainment, gulf, concierge, outdoor dining area, smoking rooms available, free wifi, french, royal suite, bidet, luxury, thalassa sea & spa, heated pool, beach access, hammam, desk, breakfast in the room"
784,glecivaldo,"Frankfurt, Hesse",,,"breakfast buffet, sofitel bahrain, accessible rooms, business, sofa, english, entertainment staff, interconnected room(s) available, hotel, private balcony, breakfast available, bar/lounge, apollo, bahrain, restaurant, multilingual staff, gulf, concierge, outdoor dining area, royal suite, bidet, luxury, hammam, breakfast in the room"
785,Climber64610164372,Bahrain,,,"suites, prestige suites, business, luxury, french flair, sofa, interconnected room(s) available, multilingual staff, hotel"
786,hussainaJ9593KI,,,,"concierge, suites, accessible rooms, outdoor dining area, executive lounge access, laptop safe, bar/lounge, internet, swimup bar, luxury, beach access, sofa, beachfront, interconnected room(s) available, restaurant, private balcony, poolside bar, seating area"
787,O7692ZIrobertw,,,,"iron, smoking rooms available, internet, bar/lounge, resort facilities, plutal, interconnected room(s) available"
788,Abadi111,,,,"treatment, golden, bar/lounge, plutal, interconnected room(s) available, asian fusion"
789,Bashaar,"Slough, Berkshire, England",,,"breakfast buffet, accessible rooms, resort facilities, hot tub, airport transportation, english, shoeshine, family rooms, interconnected room(s) available, gulf hotel bahrain convention & spa, breakfast available, suites, pool, business center, internet, arabic, bahrain, burn, iron, treatment, filipino, steam room, breakfast in the room"
790,S4307LHdavidc,,,,"accessible rooms, golden, resort facilities, english, facilities for disabled guests, bridal suite, outdoor pool, room service, interconnected room(s) available, gulf hotel bahrain convention & spa, suites, butler service, pool, vip room facilities, modern city location, bahrain, multilingual staff, safe, concierge, treatment, plutal"
791,Safari40614,,,,"breakfast buffet, golden, accessible rooms, resort facilities, english, shoeshine, family rooms, outdoor pool, interconnected room(s) available, breakfast available, suites, butler service, pool, vip room facilities, doorperson, burn, safe, meeting rooms, concierge, filipino, smoking rooms available, plutal"
792,766byronh,,,,"accessible rooms, the first-class hotel is close to the city centre, massage, making it a popular destination for holidaymakers and business travellers alike, sofa, couples massage, spa, english, opulent setting, family rooms, interconnected room(s) available, private balcony, seating area, suites, salon, vip room facilities, bahrain, multilingual staff, massage chair, luxury, neck massage, steam room"
793,940mujtabaa,,,,"suites, opulent setting, mövenpick hotel bahrain, bath / shower, sofa, bahrain, interconnected room(s) available, private balcony"
794,KrystynaPsss,"Montreal, Quebec",,,"hand massage, non-smoking rooms, the first-class hotel is close to the city centre, accessible rooms, italian, massage, free airport transportation, wifi, making it a popular destination for holidaymakers and business travellers alike, farsi, sofa, bottled water, couples massage, spa, full body massage, separate living room, english, opulent setting, allergy-free room, outdoor pool, interconnected room(s) available, facial treatments, private balcony, seating area, head massage, suites, vip room facilities, internet, arabic, private bathrooms, bath / shower, multilingual staff, safe, concierge, iron, foot massage, massage chair, blackout curtains, filipino, on-demand movies, french, luxury, radio, light therapy, neck massage, hammam, body wrap, steam room"
795,K6252SOsunild,,,,"bathrobes, hand massage, non-smoking rooms, breakfast buffet, the first-class hotel is close to the city centre, accessible rooms, italian, banquet room, laptop safe, wifi, strollers, foot bath, flatscreen tv, hair dryer, making it a popular destination for holidaymakers and business travellers alike, sauna, bottled water, sofa, wine / champagne, couples massage, free internet, separate living room, english, opulent setting, allergy-free room, poolside bar, 24-hour front desk, family rooms, islands, room service, outdoor pool, interconnected room(s) available, happy hour, air conditioning, coffee / tea maker, private balcony, public wifi, seating area, 24-hour check-in, suites, tile / marble floor, pool, mövenpick hotel bahrain, business center, vip room facilities, internet, bar/lounge, arabic, bahrain, private bathrooms, bath / shower, multilingual staff, doorperson, safe, sofa bed, free parking, concierge, manicure, iron, outdoor dining area, massage chair, smoking rooms available, luxury, radio, light therapy, free wired internet in the business center, neck massage, hammam, minibar, body wrap, steam room, breakfast in the room"
796,baziras,,,,"opulent setting, pool, italian, mövenpick hotel bahrain, luxury, making it a popular destination for holidaymakers and business travellers alike, outdoor pool, interconnected room(s) available, poolside bar"
797,GrandTour22469281553,,,,"breakfast buffet, italian, combining leisure facilities and business district convenience, flatscreen tv, sofa, ironing service, separate living room, english, russian, family rooms, outdoor pool, interconnected room(s) available, coffee / tea maker, breakfast available, seating area, suites, doorperson, sofa bed, bath / shower, multilingual staff, restaurant, gulf, iron, filipino, french, desk"
798,404abdullam,,,,"non-smoking rooms, accessible rooms, the hotel features an outdoor temperature-controlled swimming pool with a hot tub set, combining leisure facilities and business district convenience, bellevue panoramic bar overlooking the arabian gulf, sofa, hot tub, patio, separate living room, private beaches, sun loungers / beach chairs, adult pool, family rooms, outdoor pool, interconnected room(s) available, beachside luxury 4-star hotel and resort, private balcony, seating area, pool view, suites, sun deck, sofa bed, multilingual staff, a private sandy beach, outdoor dining area, sun terrace, heated pool, beach access"
799,NorthStar32178771978,,,,"non-smoking rooms, accessible rooms, express check-in / check-out, italian, wifi, the hotel features an outdoor temperature-controlled swimming pool with a hot tub set, combining leisure facilities and business district convenience, flatscreen tv, kids pool, sofa, patio, separate living room, kids' meals, english, adult pool, family rooms, room service, air conditioning, interconnected room(s) available, beachside luxury 4-star hotel and resort, private balcony, coffee / tea maker, public wifi, seating area, indoor play area for children, 24-hour check-in, pool view, kids stay free, dining area, kids activities, vip room facilities, internet, bar/lounge, doorperson, sofa bed, bath / shower, multilingual staff, private bathrooms, safe, sun deck, iron, outdoor dining area, filipino, sun terrace, beach access, desk"
