user_id,username,location,age,gender,preferences_x,preferences_y
1867,kathyd87,"Gothenburg, Vastra Gotaland County, West Coast",,,,"Pool, Internet, Kids Activities, Beachfront, Shuttle Bus Service, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Wifi, Public Wifi, Free Wifi, Breakfast included, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Tennis Court, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Smoking rooms available, Accessible rooms, Minibar, Conference Facilities, Babysitting, Safe, Flatscreen TV, Breakfast Buffet, Poolside Bar, Private Balcony, Butler Service, Infinity Pool, Adult pool, Outdoor pool, Facilities for Disabled Guests, Housekeeping, Kids Club, Kids Stay Free, Sauna, Electric vehicle charging station, Afrikaans, Allergy-free Room, Arabic, ATM On Site, Baggage Storage, Bath / Shower, Bathrobes, Bottled Water, Bowling, Breakfast in the Room, Car Hire, Coffee / Tea Maker, Currency Exchange, Desk, Diving, Doorperson, English, Entertainment Staff, Facial Treatments, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, Free Private Parking Nearby, Complimentary Toiletries, 24-Hour Front Desk, German, Hindi, Indoor Play Area for Children, Interconnected room(s) available, Iron, Ironing Service, Kids' Meals, Kid-Friendly Buffet, Kids' Outdoor Play Equipment, Massage, Outdoor Furniture, Parking Garage, Pool / Beach Towels, Pool with View, Russian, Salon, 24-Hour Security, Secured Parking, Shoeshine, Snack Bar, Soundproof Rooms, Special Diet Menus, Sun Loungers / Beach Chairs, Sun Umbrellas, Taxi Service, Telephone, Thai, Valet Parking, VIP Room Facilities, Wake Up Service / Alarm Clock, Wine / Champagne, Beach Access, Kids pool, Breakfast Available, Parking, Clothes Rack, Free Wifi in the Business Center, Free Wired Internet in the Business Center, Happy Hour, Highchairs Available, Laptop Safe, Outdoor Dining Area, Personal Trainer, Pool View, Private Bathrooms, Wardrobe / Closet, Water Sport Equipment Rentals, Windsurfing, Yoga Room This upscale award-winning beachfront hotel along the Gulf of Oman is 15 minutes away from Muscat International Airport and a 5 minute drive from Al Mouj Golf Club. Polished rooms have free Wi-Fi, flat-screen TVs and Nespresso machines, as well as tea and coffee making facilities. Upgraded rooms offer gulf views; some provide balconies or terraces. Club rooms come with access to a private lounge offering breakfast and refreshments. Suites add separate living areas; some feature private pools. Food & Beverage outlets consist two award winning restaurants, an all-day-dining restaurant, a sports lounge, a beachfront lounge, a fully licensed bowling center and bars along with outdoor pools, a chic spa and a kids’ club. Water sports and an airport shuttle can be arranged. Awards: World Travel Awards Middle East: Oman’s Leading Beach Resort Business Traveller Awards Middle East & Africa: Best Business Hotel in Muscat Prix Versailles: Special Prize Interior, Hotels category, Africa and West Asia"
1868,harrasi,"Seeb, Muscat Governorate",,,," Broastea fried chicken which serving fried chicken, pizza , burgers, sandwiches and juice"
1869,Aloba3591,"Santarcangelo di Romagna, Province of Rimini, Emilia-Romagna",,,," Al diwaniya Al Suria is providing 3 meals i,e breakfast,lunch and dinner. Variety of dishes are available for breakfast with enjoyable place to have your meal. Delicious Arabic food that you would like to taste is provided along with different types of beaf,chicken and fish. There are many types of special and tasty burgers and Pasta served with mojito,fresh juices,...."
1870,waqara576,,,,," At Hi Broast Restaurant Sharjah we offer meals of excellent quality and invite you to try our delicious food. The key to our success is simple: providing quality consistent food that taste great every single time. We pride ourselves on serving our customers delicious genuine dishes like: Pizza, Fast Food, Sandwiches Eat delicious food. Grab a drink. But most of all, relax! We thank you from the bottom of our hearts for your continued support."
1871,31akbari,"Salalah, Dhofar Governorate",,,," Kui-Zin, this name is a play on words: Kui for ""cooked"" and Zin which means ""good"" in Arabic. ""Good"", even ""Better"" is our concept. And, to succeed in this challenge, we opted for ""homemade"": concocted by our chef Kenza, who lived 12 years in Italy and is passionate about culinary creation. she offers a varied menu: Moroccan, Italian, French dishes and revisited recipes. Natural, fresh products and aromatic herbs are featured at Kui-Zin. We take advantage of all the benefits of the products of our beautiful country to make you discover the magic of flavors, scents, and tastes, all in a lively and dynamic atmosphere provided by nice music and a charming terrace."
1872,asma2762,"Muscat, Muscat Governorate",,,," Steakhouse Restaurant , American and Turkish Cuisine. Specialized in meat plus other dishes. Also, serves Coffee and Sweets."
1873,F4889GKmuhammadk,,,,," Born In UAE! Fresh, Fast, Food out of Box! Fresh food made from fresh ingredients, locally sourced fresh vegetables. Our special Asian Wok sauces are made In-house by Wok chefs with no added MSG. 'When ordering Asian food, customers expect old favourites and we don't try to complicate things. We give them what they want Authentic, Cantonese and Asian flavors delivered to your door or office."
1874,sajiseb,,,,," Al diwaniya Al Suria is providing 3 meals i,e breakfast,lunch and dinner. Variety of dishes are available for breakfast with enjoyable place to have your meal. Delicious Arabic food that you would like to taste is provided along with different types of beaf,chicken and fish. There are many types of special and tasty burgers and Pasta served with mojito,fresh juices,...."
1875,mahdidarwich,,,,," Allow filful to spice up your life , to give you a taste of the days and nights on the city , the taste of the pure lebanese food ."
1876,Ranjith-PNair,"Kochi (Cochin), Ernakulam District, Kerala",,,," At Hi Broast Restaurant Sharjah we offer meals of excellent quality and invite you to try our delicious food. The key to our success is simple: providing quality consistent food that taste great every single time. We pride ourselves on serving our customers delicious genuine dishes like: Pizza, Fast Food, Sandwiches Eat delicious food. Grab a drink. But most of all, relax! We thank you from the bottom of our hearts for your continued support."
1877,DemaGedeon,"Muscat, Muscat Governorate",,,, Boutique Bakery in Salalah Grand Mall
1878,Tomashy,"Naaldwijk, South Holland Province",,,," At Ocean Basket Jazan you'll find friendly people, a home-from-home feeling and great value for your hard-earned bucks."
1879,sarahklsmn123,,,,," At Hi Broast Restaurant Sharjah we offer meals of excellent quality and invite you to try our delicious food. The key to our success is simple: providing quality consistent food that taste great every single time. We pride ourselves on serving our customers delicious genuine dishes like: Pizza, Fast Food, Sandwiches Eat delicious food. Grab a drink. But most of all, relax! We thank you from the bottom of our hearts for your continued support."
1880,897pennyr,"Sydney, New South Wales",,,," The best of Indian street food, made all around farm-fresh EGGS and slowly brewed tea."
1881,nakawazu,"Amsterdam, North Holland Province",,,," On Muttrah Corniche, opposite the fish market, the charm of the French restaurant « La Brasserie » awaits you from 9AM to 10PM. Come and relax in this quality establishment. The rooms on the ground floor and first floor will welcome you for breakfast, lunch or dinner. The second floor, with its large bay windows overlooking the Corniche, hosts both private and public events. Finally, our staff will also be happy to serve you a coffee on the restaurant's sunny terrace. In addition to its usual card, La Brasserie proposes you every day a menu of the day according to the catch of the day available at the fish market. All French dishes prepared by the cooks are homemade with fresh products that will satisfy all lovers of French cuisine. Instagram: labrasserie_oman"
1882,lpousinho,"Abu Dhabi, Emirate of Abu Dhabi",,,," At Hi Broast Restaurant Sharjah we offer meals of excellent quality and invite you to try our delicious food. The key to our success is simple: providing quality consistent food that taste great every single time. We pride ourselves on serving our customers delicious genuine dishes like: Pizza, Fast Food, Sandwiches Eat delicious food. Grab a drink. But most of all, relax! We thank you from the bottom of our hearts for your continued support."
1883,Sebneke,,,,," At Ocean Basket Jazan you'll find friendly people, a home-from-home feeling and great value for your hard-earned bucks."
1884,karimkahale95,"Dubai, Emirate of Dubai",,,," Born In UAE! Fresh, Fast, Food out of Box! Fresh food made from fresh ingredients, locally sourced fresh vegetables. Our special Asian Wok sauces are made In-house by Wok chefs with no added MSG. 'When ordering Asian food, customers expect old favourites and we don't try to complicate things. We give them what they want Authentic, Cantonese and Asian flavors delivered to your door or office."
1885,591sangitak,"Muscat, Muscat Governorate",,,," At Hi Broast Restaurant Sharjah we offer meals of excellent quality and invite you to try our delicious food. The key to our success is simple: providing quality consistent food that taste great every single time. We pride ourselves on serving our customers delicious genuine dishes like: Pizza, Fast Food, Sandwiches Eat delicious food. Grab a drink. But most of all, relax! We thank you from the bottom of our hearts for your continued support."
1886,dhineshkumar309,"Mayiladuthurai, Nagapattinam District, Tamil Nadu",,,," This chic restaurant offers a wide range of delicious European, Asian and Middle Eastern dishes for breakfast, lunch and dinner. The choice is yours: from light, healthy options such as rocket and pear salad to mixed grills or lamb chops. If you love freshly prepared food, ask our chef to prepare his daily specials."
1887,sarahaijazk,,,,," Baladna is an arabic restaurant located in 3 different location, Al Khor branch, Medinca Centrale The Pearl and Mall of Qatar. Offers a wide variety of delicious Arabic food in a family friendly ambiance"
1888,Siddhantalva,,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1889,L5082PAnan,"Muscat, Muscat Governorate",,,," At Hi Broast Restaurant Sharjah we offer meals of excellent quality and invite you to try our delicious food. The key to our success is simple: providing quality consistent food that taste great every single time. We pride ourselves on serving our customers delicious genuine dishes like: Pizza, Fast Food, Sandwiches Eat delicious food. Grab a drink. But most of all, relax! We thank you from the bottom of our hearts for your continued support."
